model,epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
16-00-43_8,49,44900,0.917396179019,64.1840300344,75.5278277349,0.358053,0.40636,False
16-02-11_9,49,44900,0.913592949773,49.3243500149,74.0823920408,0.371669,0.425209,False
16-03-19_10,49,44900,0.918241706965,60.4367875901,84.1673054698,0.357615,0.398307,False
16-03-19_11,49,44900,0.915943144957,74.6142539562,77.4413932758,0.372901,0.403934,False
16-03-20_12,49,44900,0.916116238651,59.8690660646,65.1287585137,0.361906,0.403845,False
17-58-33_2,49,44900,0.916706586719,77.7459289939,80.6121230549,0.360706,0.406973,False
17-58-34_1,49,44900,0.917130613761,62.2436181783,65.3787275429,0.363125,0.404138,False
17-58-34_3,49,44900,0.918336742264,76.6737103655,83.1340684477,0.365275,0.402303,False
17-58-55_4,49,44900,0.916207271472,58.6053472562,84.166512027,0.377051,0.405231,False
17-59-56_5,49,44900,0.918260626382,71.6807461286,82.0191815836,0.359316,0.396904,False
18-02-08_6,49,44900,0.909626268909,50.4182165958,79.0797560888,0.374787,0.417571,False
18-13-08_7,49,44900,0.917271640876,60.4922671702,69.1710669649,0.363119,0.397453,False
18-16-56_10,49,44900,0.91917259239,71.7725786863,79.5143440935,0.356522,0.394039,False
18-16-56_8,49,44900,0.917159839436,60.1089795847,68.542973488,0.367116,0.430511,False
18-16-56_9,49,44900,0.918296471743,72.2533063751,80.9829295788,0.356369,0.397011,False
23-38-02_0,49,44900,0.919230742678,75.16281272,77.2621966115,0.360592,0.398727,False
23-38-12_0,49,44900,0.916848067549,59.4005618002,83.2804626554,0.360335,0.39623,False
23-40-42_0,49,44900,0.91777199671,76.7746576474,76.7746576474,0.359859,0.395677,True
23-40-51_0,49,44900,0.917332963107,77.3467063453,91.136834464,0.359522,0.406845,False
23-40-59_0,49,44900,0.918013371417,71.5761909198,71.5761909198,0.365776,0.401404,True
23-41-07_0,49,44900,0.919685433774,80.5363363356,80.5363363356,0.352492,0.393904,True
Oct-30-14-43-56_0,49,70150,0.915417978237,71.7879067034,87.4858668077,0.364679,0.404532,False
Oct-30-14-44-09_0,49,70150,0.914368461962,64.892919566,85.4512128858,0.375068,0.402799,False
Oct-30-14-45-15_0,49,44900,0.916910585077,66.2937662337,77.3378653544,0.359445,0.403296,False
